uid,name,longitude,latitude,free_bikes,empty_slots,entertainment,education,dining,park,shopping,metro_station,library,financial
7631,Florence Gell Park,-79.498398,43.6615467,5,10,2,3,16,1,18,0,1,0
7522,Wallace Ave / Pauline Ave,-79.4397052,43.6632257,10,7,6,6,50,5,87,0,1,7
7610,Kingston Rd / Beech Ave,-79.291714,43.680095,4,10,2,6,33,3,41,0,0,6
7611,Victoria Park Ave / Danforth Ave,-79.288619,43.691468,1,16,2,7,18,1,30,0,0,7
7033,Union Station,-79.380386,43.645609,20,20,88,71,414,35,343,6,9,126
7162,Hayter St / Laplante Ave,-79.3855555555556,43.6591666666667,7,16,56,74,402,35,339,5,20,95
7109,Seaton St / Dundas St E - SMART,-79.369596,43.658777,14,18,43,49,232,21,323,1,5,53
7629,Lundy Ave / Etienne Brule Park,-79.5030161,43.6625395,10,5,0,2,0,1,11,0,1,1
7632,Chiltern Hill Rd / Eglinton Ave W,-79.4275305,43.7004017,14,3,2,2,14,1,13,0,1,4
7589,Torresdale Ave / Antibes Dr,-79.45233,43.77953,9,6,0,2,4,1,7,0,1,3
7590,Esther Shiner Stadium,-79.4447096,43.7774374,5,18,0,2,4,0,7,0,1,3
7190,St. George St / Hoskin Ave,-79.39806449999999,43.6637403,5,10,23,73,322,13,246,0,21,35
7594,Fleming Cres / Bayview Ave,-79.375437,43.707045,4,11,1,11,33,0,39,0,1,7
7333,King St E / Victoria St,-79.3762096,43.6495789,6,13,79,81,411,32,368,7,10,125
7058,Huron St / Harbord St,-79.400053,43.6637,14,5,24,68,279,13,232,0,17,28
7582,Alameda Ave / Vaughan Rd - SMART,-79.4375028,43.690903,8,8,2,4,11,2,17,0,2,2
7473,Adelaide St W / Strachan Ave,-79.41230469904167,43.643253094827294,2,12,19,21,213,12,188,0,2,18
7623,Royal York Rd / Lake Shore Blvd W,-79.4926867,43.6029904,5,14,1,1,5,1,5,0,0,0
7635,Runnymede Rd / Annette St,-79.4799176,43.6596299,2,13,11,16,52,2,59,0,2,6
7156,Salem Ave / Bloor St W,-79.43166666666667,43.6608333,9,6,12,8,71,5,92,1,2,8
7157,Dufferin St / Bloor St,-79.43583333333333,43.66083333333333,4,17,10,10,59,4,93,1,1,7
7539,Davisville Ave / Pailton Cres,-79.39199,43.69933,17,2,3,35,80,4,74,2,3,24
7581,High Park Ave / Dundas St W,-79.4701178,43.6653032,9,6,11,18,58,2,64,0,1,3
7637,Judson St / Royal York Rd,-79.4990363,43.6162721,11,8,2,4,22,1,11,0,1,1
7608,Wilket Creek Park,-79.355474,43.720645,6,21,1,6,5,3,9,0,0,1
7641,Annette St / Dundas St W,-79.4588522,43.6641174,6,9,9,15,53,2,65,0,2,4
7633,Noble St / Queen St W,-79.4296346,43.6424558,7,8,14,9,145,2,139,0,1,6
7643,Oriole Pkwy / Kilbarry Rd,-79.4026176,43.6954486,14,5,4,16,55,1,58,1,1,13
7644,East Lynn Ave / Danforth Ave,-79.3149901,43.6850809,3,12,57,81,27,4,103,0,1,31
7596,Langford Ave / Danforth Ave - SMART,-79.3405681,43.6800218,5,11,3,9,78,4,65,1,1,9
7645,University of Toronto Scarborough,-79.1849889,43.7842419,1,15,0,1,4,1,3,0,2,1
7291,190 Queens Quay E,-79.36536439999999,43.6451308,3,12,39,25,128,17,111,0,2,19
7492,324 Cherry St,-79.3552533,43.6482995,12,5,22,7,36,12,52,0,0,4
7647,Elm St/ University Ave (East Side),-79.38781039999999,43.65637299999999,14,3,66,98,565,25,469,5,19,136
7263,Walton St / Elizabeth St - SMART,-79.38631,43.657838,12,8,62,92,469,33,412,5,19,110
7616,Waterfront Trail (Rouge Hill),-79.131911,43.778015,5,13,0,0,2,1,3,0,1,0
7565,St Clair Ave W / Gunns Rd,-79.470171,43.672079,10,13,11,16,57,3,72,0,2,3
7348,Pape Ave / Gamble Ave,-79.350119,43.690237,11,8,2,3,18,3,21,0,1,2
7404,Roehampton Ave / Mount Pleasant Rd,-79.39139,43.70942,11,8,9,29,112,3,110,1,3,24
7034,Church St / Bloor St E,-79.382919,43.671389,1,14,22,39,213,20,260,0,10,34
7332,200 Bloor St E,-79.38117,43.671561,1,22,19,33,209,20,248,0,9,35
7276,Bloor St W / Balmuto St,-79.387802,43.669903,6,5,73,125,246,22,327,1,16,60
7595,Moore Park,-79.383238,43.693256,4,10,3,18,26,3,25,0,1,4
7654,Bloor St W / Pacific Ave,-79.4636388,43.65412449999999,2,5,4,9,21,2,29,0,1,2
7655,Danforth Ave / Dewhurst Blvd,-79.339243,43.680207,3,12,3,9,79,4,62,1,1,9
7656,Bloor St W / Brock Ave,-79.438715,43.6589882,5,6,7,10,58,4,104,0,1,8
7327,Davenport Rd / Dovercourt Rd - SMART,-79.4352208,43.6741219,6,10,5,10,52,2,62,0,2,5
7657,1 Market St - SMART,-79.3706665,43.6469928,12,7,50,49,250,23,326,3,2,77
7601,Brick Works,-79.36647,43.683884,17,8,8,8,13,3,17,0,0,1
7634,University Ave / Gerrard St W (WEST) - SMART,-79.3899265,43.6578449,16,2,59,88,503,31,438,5,21,107
7284,University Ave / King St W - SMART,-79.3847928,43.6477785,14,8,99,78,562,36,435,8,7,142
7659,Amroth Ave / Danforth Ave,-79.31168269999999,43.6856128,9,10,3,11,25,2,29,0,1,10
7133,Summerhill Station,-79.390556,43.681944,2,9,53,91,57,5,125,0,1,27
7571,Highfield Rd / Gerrard St E,-79.324961,43.671771,13,6,6,8,58,7,33,0,2,2
7046,Niagara St / Richmond St W,-79.409597,43.64534,15,11,16,21,288,12,237,0,2,27
7662,Beaty Ave / Queen St W,-79.4408141,43.6393107,3,16,5,9,48,5,66,0,4,2
7068,Blantyre Park,-79.279682,43.68306889999999,6,16,0,7,16,2,31,0,1,6
7258,Queen St E / Rushbrooke Ave,-79.3323698,43.6626628,8,7,8,9,69,9,68,0,1,8
7091,Donlands Station,-79.3373885,43.681114,5,10,3,10,64,4,63,1,1,9
7523,Lynn Williams St / East Liberty St - SMART,-79.4168659,43.638925,2,13,20,12,138,9,139,0,0,9
7487,Eastwood Rd / Woodbine Ave - SMART,-79.309395,43.676216,1,14,4,12,35,4,52,0,2,5
7406,Victoria St / Queen St E,-79.378208,43.652822,19,4,83,90,468,27,393,9,11,135
7660,285 Victoria St,-79.379625,43.656633,14,5,68,89,474,32,410,5,11,119
7504,Gerrard St E / Victoria Park Ave - SMART,-79.286864,43.686962,1,15,2,8,29,2,40,0,0,8
7663,Kilgour Rd / Rumsey Rd,-79.371914,43.718039,12,5,1,5,8,1,14,0,0,3
7127,Bay St / Scollard St,-79.39018,43.672152,4,11,70,120,227,21,321,0,13,51
7566,Weston Rd / St Clair Ave W - SMART,-79.467994,43.673019,16,3,10,15,54,3,78,0,1,3
7664,Sunnybrook Health Centre - L Wing,-79.37644,43.72268,7,8,0,4,2,0,3,0,1,0
7666,Dundas St W / St Helen Ave - SMART,-79.4407647,43.6504218,16,10,6,12,70,2,121,0,2,4
7642,Yonge St / St Clair Ave,-79.3940052,43.68850459999999,15,3,3,18,33,2,35,0,1,9
7416,Spadina Ave / Blue Jays Way,-79.393295,43.641705,16,15,59,32,374,22,222,3,2,79
7636,Bloor St W / Riverside Dr,-79.487583,43.647663,17,6,1,6,25,2,33,0,2,10
7668,Simcoe St / Dundas St W - SMART,-79.3894093,43.6558557,12,7,66,97,576,27,498,5,18,137
7665,Sunnybrook Health Centre - S Wing,-79.377456,43.720998,5,6,0,4,3,0,3,0,1,0
7670,Yonge St / Woburn Ave - SMART,-79.4032194,43.72814640000001,9,3,0,8,28,2,22,1,1,3
7039,Simcoe St / Michael Sweet Ave,-79.3882538196087,43.652327224103,4,15,85,94,641,26,510,8,14,149
7197,Queen St W / Dovercourt Rd,-79.4227573,43.6438602,5,3,17,15,162,4,149,0,1,7
7671,Yonge St / Montgomery Ave - SMART,-79.3996301,43.7093201,1,11,10,27,125,5,123,1,3,24
7658,Kings Mill Park,-79.49336334201408,43.64920406876699,18,8,3,5,15,1,13,0,0,2
7646,University Ave / Richmond St W,-79.3860211,43.6503935,21,4,95,93,607,31,471,8,10,153
7639,135 Queens Wharf  - SMART,-79.39940399999999,43.6399714,3,12,37,19,273,22,183,1,1,31
7519,406 Oakwood Ave,-79.43937767081853,43.68827060022711,11,8,32,59,28,2,79,0,2,18
7292,Granby St / Church St - SMART,-79.37894570000002,43.6614605,12,12,46,68,359,27,403,5,11,72
7605,Lumsden Ave / Eastdale Ave,-79.30058718775287,43.69413548199171,6,14,4,8,20,1,39,0,1,8
7625,Yonge St / Lawrence Ave,-79.40115449999999,43.7254665,2,21,2,8,28,2,26,1,1,5
7381,Yonge St / Orchard View Blvd,-79.39886200000001,43.7083577,12,23,10,32,126,5,122,1,3,24
7016,Bay St / Queens Quay W (Ferry Terminal),-79.376785,43.640978,17,4,49,35,216,19,120,4,2,74
7135,Hanna Ave / Liberty St,-79.4197107,43.63840090000001,11,4,22,13,127,8,130,0,0,9
7096,Lower Don River Trail and Taylor Creek Trail,-79.33368089999999,43.7027268,9,9,0,0,12,2,9,0,1,3
7604,St Columba Pl / St Clair Ave E,-79.310554,43.70567,4,14,2,2,9,1,10,0,0,1
7172,Strachan Ave / Princes' Blvd,-79.4088888888889,43.635,11,8,19,9,75,10,31,0,1,9
7104,King St E / River St,-79.35627385059036,43.65678478285314,5,6,15,16,86,15,102,0,3,11
7597,Yonge St / Golfdale Rd,-79.403637,43.732016,5,10,0,7,29,0,22,1,1,3
7648,909 Yonge St,-79.38849615969643,43.67515255542865,4,9,64,115,193,17,309,0,8,47
7117,640 Bloor Street E,-79.36701962396272,43.67468857448634,7,12,11,11,34,6,40,0,2,7
7676,York University (Glendon Campus) - SMART,-79.3814254607724,43.72736548824631,4,12,1,4,2,0,5,0,1,2
7677,1303 Yonge St - SMART,-79.39245919999999,43.6846177,2,13,2,17,44,3,48,0,1,8
7354,Tommy Thompson Park (Leslie Street Spit),-79.32088910859937,43.645835578756525,10,2,0,0,0,1,0,0,0,0
7678,York University Station (South) - SMART,-79.5002,43.77345,7,9,1,4,21,0,12,0,1,2
7429,Woodbine Subway Station,-79.313404,43.686442,2,13,5,10,22,2,29,0,1,9
7667,Spadina Ave / Sussex Ave - SMART,-79.40297869999999,43.66402799999999,13,21,24,62,277,12,198,0,16,19
7681,25 Booth Ave,-79.34105699999999,43.6544839,21,2,7,7,57,9,50,0,1,6
7382,Simcoe St / Adelaide St W,-79.38632,43.6481303,17,2,96,80,608,35,460,8,7,150
7022,Simcoe St / Queen St W,-79.3873,43.65049,21,16,94,90,630,28,486,8,10,148
7682,Bathurst St / Front St W,-79.4013882,43.64134790000001,13,14,36,20,287,19,224,0,1,29
7684,Bay St / Harbour St (East),-79.377,43.64215,9,13,60,42,280,22,142,4,2,87
7237,Ward Ave / Wallace Ave,-79.446444,43.663337,8,7,4,7,51,3,79,0,1,7
7322,E Liberty St / Western Battery Rd,-79.4115736,43.6392777,15,2,22,15,188,10,166,0,1,18
7685,King / Brant,-79.39744979999999,43.645102,19,3,62,30,431,25,289,2,5,58
7687,Bloor St W / Gladstone Ave - SMART,-79.4342726,43.6602021,5,5,10,9,70,4,99,1,1,7
7688,High Park Blvd / Parkside Dr,-79.45641169999999,43.644887,11,4,3,7,30,10,47,0,3,2
7689,20 Eaton,-79.34403250000001,43.680012,12,14,4,7,77,3,76,1,1,10
7211,Fort York Blvd / Garrison Rd,-79.406112,43.637381,9,5,20,13,142,16,91,0,1,12
7533,Housey St / Dan Leckie Way,-79.397877,43.63811,12,14,32,11,188,23,112,1,1,25
7675,1525 Dundas St W,-79.432446,43.64957,2,12,11,8,113,5,130,0,2,5
7683,Bay St / Harbour St (West),-79.378325,43.64191,10,5,65,42,296,21,138,4,2,86
7692,85 Lee Ave,-79.2971326,43.6700692,21,5,2,8,28,4,45,0,1,3
7693,Mutual St / Shuter St (Arena Gardens),-79.37558829999999,43.6559476,13,6,61,83,412,29,408,5,9,119
7695,Queen St E / Joseph Duggan Rd,-79.30811709999999,43.6677628,11,8,6,7,29,7,40,0,1,3
7696,Heyworth Cres / Kingston Rd,-79.3068697,43.6750806,9,10,4,8,27,4,40,0,1,4
7698,St Clair Ave W / Caledonia Rd,-79.4547813,43.6754247,4,9,1,7,25,2,42,0,2,1
7701,Roncesvalles Ave / Fermanagh Ave,-79.446895,43.6467433,2,17,7,10,56,6,83,0,3,4
7216,Wellington St W / Stafford St,-79.40966630000001,43.6409957,2,19,24,15,216,12,174,0,1,20
7702,111 Broadview Ave,-79.34993659999999,43.6593483,8,9,13,18,74,18,63,0,2,11
7691,Christie St / Dupont St,-79.421192,43.67168,13,6,17,17,89,6,71,0,2,6
7050,Richmond St E / Jarvis St Green P,-79.374222,43.652634,9,7,62,81,377,30,382,6,9,118
7037,Bathurst St / Dundas St W,-79.4060978,43.6519501,9,17,19,33,415,11,315,0,4,36
7703,Oak St / Sackville St,-79.3641171,43.6613642,10,9,9,20,84,15,96,0,4,11
7704,24 Mountjoy Ave,-79.3304491,43.6808774,4,15,3,14,62,1,54,1,2,9
7705,Colgate Ave / Carlaw Ave,-79.3413344,43.6623658,16,3,9,14,96,11,81,0,3,12
7706,Felstead Ave/Gillard Ave (Monarch Park),-79.3263159,43.6791345,9,18,7,17,63,3,45,1,2,8
7686,Lower Jarvis / The Esplanade,-79.3704721,43.6478206,12,3,51,50,258,24,335,4,2,78
7707,Coronation Park (Martin Goodman Trail),-79.40352209999999,43.635495,9,8,17,10,85,16,26,0,1,11
7708,101 Cedarvale Ave,-79.3110942,43.6868681,0,19,3,9,23,2,30,0,1,8
7699,St Clair Ave W / Oakwood Ave,-79.435364,43.678177,9,6,3,12,51,2,56,0,3,5
7709,Beltline Trail / Yonge St,-79.39504339999999,43.6962302,7,16,2,26,63,3,60,2,2,13
7627,Shaw St / Essex St - SMART,-79.425116,43.667076,2,13,13,12,89,7,70,1,3,6
7460,High Park Outdoor Pool,-79.465319,43.649217,18,8,4,6,21,7,25,0,1,2
7700,St Clair Ave W / Robina Ave,-79.43469,43.68005,10,5,2,13,47,2,49,0,3,5
7527,Joseph J Piccininni Community Centre,-79.4527619,43.675648,11,8,2,7,28,2,44,0,2,2
7710,11 Spadina Rd,-79.4041365,43.6677246,8,10,70,126,169,11,224,0,14,33
7001,Wellesley Station Green P,-79.38355031526893,43.66496415990742,9,15,31,66,320,25,320,2,16,57
7256,Vanauley St / Queen St W - SMART,-79.39838,43.648437,10,2,56,39,552,18,346,3,3,64
7042,Sherbourne St / Wellesley St E,-79.374,43.6673,10,20,21,32,183,15,158,1,4,36
7202,Queen St W / Bay St (City Hall),-79.38269509999999,43.6517925,19,4,88,90,530,30,433,8,11,138
7228,Queen St W / Roncesvalles Ave,-79.4423237,43.6372958,2,17,4,5,43,5,61,0,3,2
7711,Havelock St / Dewson St,-79.4302462,43.6554793,6,9,15,11,118,3,123,1,2,6
7650,St Clair West Subway Station - Heath Entrance,-79.415894,43.686352,9,13,3,8,28,5,24,1,1,3
7712,Queen St W / Shaw St,-79.41610440000001,43.6442457,14,5,10,17,182,9,172,0,1,11
7679,York University Station (North),-79.5005,43.7741,10,5,1,4,23,0,13,0,1,2
7640,Spadina Rd / St.Clair Ave West,-79.410657,43.683979,10,5,3,12,26,5,23,1,1,3
7260,Spadina Ave / Adelaide St W,-79.3953394,43.6472019,10,5,71,51,569,29,334,4,9,93
7099,Cherry St / Mill St,-79.35794659999999,43.6513927,6,9,18,13,69,15,86,0,2,9
7453,Jarvis St / Maitland Pl,-79.3772602,43.6647688,5,11,30,53,286,18,238,3,11,52
7713,Temperance St / Bay St,-79.381285,43.6506,6,9,93,93,531,29,411,8,11,140
7345,Cherry Beach Sports Field (55 Unwin Ave),-79.3429074,43.6408346,10,5,8,0,1,1,1,0,0,1
7728,Randolph Ave / Perth Ave,-79.4497659,43.6585504,16,3,4,8,51,3,75,0,1,5
7719,Wolseley St / Augusta Ave,-79.40051919999999,43.6484201,22,5,40,34,528,14,346,1,3,54
7715,Lumsden Ave / Cedarvale Ave,-79.314283,43.693187,4,7,56,77,15,5,100,0,0,27
7717,Niagara St / Portland St,-79.40011729999999,43.6425791,10,1,45,24,322,23,243,1,1,36
7716,Church St / The Esplanade,-79.3733192,43.6469251,10,9,59,65,302,31,336,4,7,105
7720,King St W / Portland St,-79.40065430000001,43.644395,7,5,38,26,367,23,280,1,2,40
7721,Widmer St / King St W,-79.391206,43.6463574,4,6,82,60,594,34,461,6,8,130
7724,Wellesley St E / Parliament St,-79.3702641,43.6682342,2,12,14,19,98,13,94,0,3,18
7725,Yonge St / Macpherson Ave,-79.39071899999999,43.6791876,1,13,55,101,114,9,226,0,5,36
7130,Davenport Rd / Bedford Rd,-79.398331,43.674446,10,5,62,122,192,12,289,0,9,37
7680,Princes' Blvd / Nunavut Rd,-79.4143057,43.6334636,18,1,21,7,50,8,32,0,0,4
7243,Exhibition GO Station,-79.4187711,43.6352007,9,5,25,10,80,7,60,0,0,7
7729,265 Armadale Ave,-79.48296909999999,43.6501644,13,18,4,8,33,2,47,0,3,10
7730,800 Fleet Street,-79.408832,43.636804,21,19,22,11,135,10,75,0,1,11
7548,St Joseph St / Bay St - SMART,-79.38761010000002,43.6658804,2,18,76,145,302,25,358,1,21,69
7731,Victoria Park Ave / Kingston Rd,-79.28357,43.68035,2,13,1,4,26,3,28,0,1,5
7505,Ontario St / Adelaide St E -SMART,-79.3667689,43.6535052,4,13,40,41,176,20,173,0,3,30
7738,Highview Ave / Kennedy Rd,-79.2563167072858,43.70241858146351,9,6,0,1,9,1,11,0,1,1
7732,Kingston Rd / Warden Ave,-79.27046628033244,43.68824135931814,6,7,0,3,11,0,6,0,1,1
7735,Birchcliff Ave / Kingston Rd,-79.265027,43.691688,5,10,0,2,7,1,4,0,1,0
7737,Kingston Rd / Glen Everest Rd,-79.25655146462776,43.697490048103,5,10,0,3,5,1,2,0,0,0
7736,Birchmount Rd / Kingston Rd,-79.26257204548136,43.69401297794256,3,12,0,2,3,1,4,0,1,0
7733,Pharmacy Ave / Danforth Ave,-79.28339980000001,43.6929478,6,9,1,5,16,1,19,0,1,4
7734,Danforth Ave / Warden Ave,-79.27180659999999,43.6950192,3,12,0,2,11,0,5,0,1,0
7743,Eglinton Ave W / Gilbert Ave,-79.4627536,43.69263249999999,5,14,32,56,11,1,86,0,1,20
7740,Sharpe St / Park St (Sandown Park),-79.2541175,43.7105975,6,9,0,1,8,1,11,0,0,1
7742,Eglinton Ave W / Prospect Cemetery,-79.45782580000001,43.69415,12,7,33,56,11,1,88,0,1,18
7251,The Royal Ontario Museum (Bloor St Entrance),-79.3946235999697,43.668500046272165,3,15,69,139,259,20,324,1,19,56
7746,Marlee Ave / York Beltline Trail,-79.44099,43.70163,6,13,33,54,27,1,84,1,1,17
7745,Bert Robinson Park,-79.460265,43.688028,9,6,31,56,13,1,74,0,1,18
7744,Rogers Rd / Prospect Cemetery,-79.455765,43.68323,8,15,0,5,19,0,31,0,1,0
7747,Eglinton Ave W / Ennerdale Rd,-79.45376999999999,43.69466,8,6,33,57,12,1,90,0,1,18
7094,Chester Station,-79.3513564,43.6784834,4,5,10,8,79,5,74,0,1,7
7748,Bloor St W / Old Mill Trl,-79.4963345,43.65016869999999,6,13,3,5,17,1,13,0,0,1
7749,Wendover Rd / Bloor St W (Green P),-79.50601999999999,43.6492,11,4,0,4,23,1,10,0,1,4
7750,Luttrell Ave / Danforth Ave,-79.2939525,43.6897656,3,12,2,5,17,1,35,0,0,7
7543,Bellevue Square Park,-79.4028245,43.6537513,10,7,22,40,451,13,331,0,8,38
7752,1926 Lake Shore Blvd W,-79.4674917,43.6357643,1,21,1,0,2,9,3,0,0,0
7751,Willingdon Blvd / Bloor St W (Green P),-79.51008,43.64839,10,5,0,5,31,0,12,0,1,8
7753,36 Park Lawn Rd,-79.4838132,43.62369169999999,12,3,1,1,18,4,12,0,2,4
7741,Howard Park Ave / Parkside Dr,-79.458111,43.648657,5,10,4,10,38,6,53,0,3,3
7025,Ted Rogers Way / Bloor St E,-79.380471,43.671293,11,12,19,31,217,19,236,0,9,33
7754,Walter Saunders Park,-79.4493630391668,43.69932707258943,6,9,33,55,16,1,101,0,1,16
7755,Park Lawn Rd / Berry Rd,-79.4934616,43.63560589999999,2,13,0,3,11,0,6,0,1,1
7756,Tobemory Dr / Finch Hydro Recreational Trail,-79.5114452,43.7611741,12,6,0,1,9,0,13,0,2,0
7758,Driftwood Ave / Finch Hydro Trail,-79.5162777,43.7603624,11,7,0,1,9,0,11,0,2,0
7760,Grand Avenue Park,-79.4918,43.62313,6,16,1,5,29,2,16,0,2,4
7759,The Pond Rd / Shoreham Dr,-79.511912,43.772445,4,11,0,2,10,0,3,0,0,0
7506,Berkeley St / Adelaide St E - SMART,-79.365023,43.653359,4,6,32,30,144,19,132,0,3,19
7739,Kingston Rd / Ridgemoor Ave,-79.25104443353288,43.70643614257429,6,5,0,1,7,1,9,0,0,1
7761,Moss Park,-79.370638,43.655972,11,3,52,60,287,24,372,1,5,74
7241,519 Church St,-79.381155,43.666874,6,6,25,51,264,22,276,1,11,51
7398,York St / Lake Shore Blvd W,-79.380723,43.641952,16,3,67,45,336,21,182,4,2,90
7718,St. Andrew's Playground Park,-79.399586,43.646552,5,6,47,31,463,20,328,3,4,54
7762,College St / Henry St ,-79.3947953,43.6591529,8,4,38,71,437,26,220,4,22,61
7521,Emerson Ave / Bloor St W,-79.440764,43.659055,2,21,4,11,58,5,104,0,1,8
7757,The Well,-79.39430137761319,43.643025055165865,14,2,62,32,383,25,234,2,3,77
7311,Sherbourne St / Isabella St,-79.375961,43.669576,9,10,22,35,184,15,174,1,7,39
1405,PBSC-K3Test,-79.3893,43.659491,1,0,58,82,444,33,371,5,22,94
7694,Victoria Park Ave / Dawes Rd,-79.29511,43.706466,7,12,0,3,10,1,5,0,1,2
